url,relations,end_date_to,end_date_from,end_date_sort,start_date_to,start_date_from,start_date_sort,tibetan_transliteration,comments,alternative_names_legacy,alternative_names,external_links,review,start,end,name,gender,nationality
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/3698/,"[{'id': 1, 'label': 'abhayākaraguptapāda (3698) author of śrīcakrasaṃvarābhisamaya (3697)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/3698/', 'label': 'abhayākaraguptapāda (3698)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/3697/', 'label': 'śrīcakrasaṃvarābhisamaya (3697)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,1000-01-01,1000-01-01,,,"ma hA paN+Di ta a b+ha yA ka ra gup+ta pA da
'jigs med 'byung gnas sbas pa","[{'label': 'ma hA paN+Di ta a b+ha yA ka ra gup+ta pA da', 'language': 'bo'}, {'label': ""'jigs med 'byung gnas sbas pa"", 'language': 'bo'}]",https://purl.bdrc.io/resource/P4004,True,after 1000,,abhayākaraguptapāda,male,Indic
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6110/,[],,,,,,,,,,,,False,,,ākaraśānti,male,Indic
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5604/,[],,,,,,,,,rkang mig pa,"[{'label': 'rkang mig pa', 'language': 'bo'}]",,True,,,akṣapāda,male,Indic
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6610/,"[{'id': 3553, 'label': 'amaracandra (6610) author of abhidharmasamuccayabhāṣya (2) (6612)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6610/', 'label': 'amaracandra (6610)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/6612/', 'label': 'abhidharmasamuccayabhāṣya (2) (6612)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '[FEHIEFEB]: 123.', 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None}, {'id': 3550, 'label': ""'jad pa gzhon nu byang chub (3863) quotes with name amaracandra (6610)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/3863/', 'label': ""'jad pa gzhon nu byang chub (3863)"", 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6610/', 'label': 'amaracandra (6610)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '[FEHIEFEB]: 123.', 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None, 'subject_of_teaching_vocab': [17]}, {'id': 5369, 'label': ""dpyal kun dga' rdo rje (6609) student of amaracandra (6610)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6609/', 'label': ""dpyal kun dga' rdo rje (6609)"", 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6610/', 'label': 'amaracandra (6610)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '[FEHIEFEB]: 123.\r\n[I58Z22ET]: 492. Studies of sGra and Tshad ma in the land of Bal po.', 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None, 'subject_of_teaching_vocab': [9, 5]}]",,1150-01-01,1150-01-01,1050-12-31,,1050-12-31,,,paṇḍita amaracandra,"[{'label': 'paṇḍita amaracandra', 'language': 'bo'}]",,True,before 1050,after 1150,amaracandra,male,Indic
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6371/,"[{'id': 2979, 'label': 'a mdo ba rdo rje seng ge (6371) active at gsang phu gling stod (6172)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/6371/', 'label': 'a mdo ba rdo rje seng ge (6371)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.place/6172/', 'label': 'gsang phu gling stod (6172)', 'content_type_key': 'apis_ontology.place', 'content_type_name': 'place'}, 'end_date_to': '1575-12-31', 'end_date_from': None, 'end_date_sort': '1575-12-31', 'start_date_to': None, 'start_date_from': '1450-01-01', 'start_date_sort': '1450-01-01', 'zotero_refs': ""[MPRU5QUC]: 212. Abbot of gSang phu ne'u thog monastery (32nd abbot of upper college)."", 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': 'after 1450', 'end': 'before 1575', 'subject_of_teaching_vocab': []}]",1575-12-31,,1575-12-31,,1375-01-01,1375-01-01,ཨ་མདོ་བ་རྡོ་རྗེ་སེང་གེ,Fl. late 15th to early 16th c.,,,,True,after 1375,before 1575,a mdo ba rdo rje seng ge,male,Tibetan
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5625/,"[{'id': 1250, 'label': 'ānandagarbha (5625) author of pratiṣṭhāvidhi (5624)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5625/', 'label': 'ānandagarbha (5625)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5624/', 'label': 'pratiṣṭhāvidhi (5624)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,,,,,"kun dga' snying po
grub chen kun dga' snying po","[{'label': ""kun dga' snying po"", 'language': 'bo'}, {'label': ""grub chen kun dga' snying po"", 'language': 'bo'}]",https://purl.bdrc.io/resource/P7166,True,,,ānandagarbha,male,Indic
